customer_message,expected_intent,predicted_intent,expected_decision,predicted_decision,similarity,suggested_response,reason
How’s my Thursday going? Well my amazon account got hacked and was charged $900... &amp; I’m honestly impressed bc I didn’t know I had $900,payment_issue,payment_issue,escalate,escalate,0.26046412471056846,"@342048 I'm sorry for the unexpected charge, Connor! Pls reach out to us here: https://t.co/JzP7hlA23B and we'll take a closer look! ^JO",The message involves an account or contact-detail issue that may require account-specific verification or human intervention.
@AmazonHelp very funny..I have already contacted ur team two times but they are helpless..your delivery process sucks..order#216240052017,service_complaint,delivery_issue,escalate,escalate,0.31639120191367376,@390138 Sorry to know about the issue with delivery. Could you please elaborate on your issue so we can help you? ^NR,"The customer indicates an unresolved issue, repeated unsuccessful support, or insufficient context for safe automatic handling."
@AmazonHelp I have shared the details .please have a look.,service_complaint,service_complaint,auto_handle,escalate,0.8429460567908567,@148036 Thank you for sharing the details. We'll check with it and get back to you at the earliest. Appreciate your patience. ^KH,"The customer indicates an unresolved issue, repeated unsuccessful support, or insufficient context for safe automatic handling."
@115850 till now i have no confirmation about order even though guaranteed delivery !!,delivery_issue,delivery_issue,escalate,escalate,0.2972546434706845,@366798 We're working to sort this soon for you and we'll be sure to reach out to you with an update at the earliest. ^VN,"The delivery issue appears delayed, unresolved, unsafe, or case-specific and requires human intervention."
"@AmazonHelp Amazon logestic team has arrived my house and talking roude,  that he has delivered to neibour itseems, and we don't no anyone there and",delivery_issue,delivery_issue,escalate,escalate,0.3873252315673624,@200655 That's great to hear! Let us know if anything else comes up! ^BG,There is insufficient historical evidence for safe automatic handling of the delivery issue.
@115850 i place 2 Order # 406-0047227-2461909 &amp; 406-9046171-0664359. I select wrong delivery address by mistake. Plz update my address,delivery_issue,delivery_issue,escalate,escalate,0.26975431748080614,@204205 Oh no! Please keep us updated with the outcome. You can also contact us via phone or chat here: https://t.co/hApLpM3Ejd ^NS,There is insufficient historical evidence for safe automatic handling of the delivery issue.
@115821 you need better customer service reps.,service_complaint,service_complaint,auto_handle,escalate,0.4526840892973764,"@632644 I'm so sorry! After your chat, a survey will be provided where you can leave feedback about the agent you spoke with. ^AG",The customer explicitly requests human assistance or case-specific intervention.
"これ今日2通目やねんけど
Amazonちゃうよな？
装ってるやつやんな。 https://t.co/oABRpkqJ5c",service_complaint,service_complaint,escalate,escalate,1.0,@810282 大人買いありがとうございます！（「だんばい」じゃなくて「おとこうめ」ですよね？）Oo｡ヾ(;´▽｀A`` TN,"The message raises a potential scam, fraud, or impersonation concern that requires human review."
@AmazonHelp Una reclamación por vuestra parte.,service_complaint,service_complaint,auto_handle,escalate,0.5979749377790498,"@137862 Comprendo. @137863, ¿podrían ayudarnos con esta entrega? Avísanos si no recibes respuesta. ^LG",The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
"@115830 Yes, and surprisingly enough they don’t say ‘inside my bin’",service_complaint,service_complaint,auto_handle,escalate,0.3241874148010007,"@282382 We would like to help change the number associated with your Amazon Alexa app, but we can't view your account details on Twitter. Please reach us via phone or chat here: https://t.co/EKXRLsnxJu ^JS",The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
@AmazonHelp Nope. They cancelled the one that was supposed to arrive 10/7. And will try to get the next subscription order out.,delivery_issue,delivery_issue,escalate,escalate,0.5098196648181655,@424986 I'm so sorry it's late. Who was the carrier of the package? You can check here: https://t.co/Y5jpI9gRhE ^RM,There is insufficient historical evidence for safe automatic handling of the delivery issue.
@AmazonHelp It is getting increasingly annoying to figure out when a Prime item will be delivered.,prime_membership,prime_membership,escalate,escalate,0.30305457848021344,@567877 I certainly understand your concern! One-day shipping refers to transit time as some items may need additional processing. You can view more information about our shipping rates here: https://t.co/hu99529FrF. ^HC,There is insufficient historical evidence for safe automatic handling of this Prime membership request.
@AmazonHelp こういう事に備えて無駄に箱が大きいと思っています。商品の箱には破損もなく、動作も問題ないようです。お気遣い有り難うございました。,service_complaint,service_complaint,auto_handle,auto_handle,1.0,@115770 カスタマーサービスにてお問い合わせ済みとのことで、お手数をおかけいたしました。リプライいただきありがとうございました。ET,The complaint is sufficiently similar to historical support conversations and does not show a strong unresolved-support signal.
@115850 @AmazonHelp I had ordered OnePlus5 on 28th June ‘17. I still haven’t receivedcashback of Rs. 1500 (SBI card offer). Please help!!! https://t.co/227y7N6DdC,order_issue,payment_issue,escalate,escalate,0.39722721231551955,"@365800 I get your concern, Nappa. This offer is not valid on purchase of Gift Card(s) (Amazon branded and Non Amazon branded). (1/2) ^SV",Payment-related issues can involve financial information or account-specific transactions and therefore require human review.
@AmazonHelp Easy set up and the ability to send messages/make phone calls with voice recognition 👍🏻 thanks @115821,service_complaint,service_complaint,auto_handle,escalate,0.33714266137004256,"@354417 We're here to help! Have you tried uninstalling and re-installing the app as an attempt to fix this? Let us know, please! ^JE",The message involves an account or contact-detail issue that may require account-specific verification or human intervention.
"@AmazonHelp Nope. Just takes me to sign in page. I just won't buy anything but books/dvds anymore. They're cheap. If I can't return,no big loss.",refund_return,refund_return,escalate,escalate,0.2645701969601637,"@465436 We would love another chance to help, Shawn! Did both items enter the shipping process? If so, did both have the same carrier? ^CN",The message involves an account or contact-detail issue that may require account-specific verification or human intervention.
"@AmazonHelp Gestionado por Amazon.
Vendido por: Amazon EU S.a.r.L.",delivery_not_received,service_complaint,escalate,escalate,0.8368209105958676,@786966 La reclamación la puedes realizar desde este enlace: https://t.co/OjvUxwnzPe. En caso de que ya hayas contactado con Servicio al cliente entonces la reclamación ya ha quedado registrada ^AR,The message provides seller or fulfillment information but insufficient customer context to safely determine the requested resolution.
アマゾンで注文してた零さんのウィッグが届いていないのに配達完了になっているw零さんどこいったんですかww,account_issue,service_complaint,escalate,escalate,0.0,@823866 当サイトからそのようなメールをお送りすることはございません。当サイトの名をかたるフィッシング行為が増えているようです。連絡先に電話をしたりしないようお気を付けください。https://t.co/k4jy2iBODo  SM,The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
@AmazonHelp Reverted but failed. Share correct email id,service_complaint,service_complaint,auto_handle,escalate,0.5928620958579351,"@215662 This being account related issue, our account specialist team would be the best ones to assist. 1/2 ^OS",The message involves an account or contact-detail issue that may require account-specific verification or human intervention.
@AmazonHelp 406-6963082-7457947 order number ! I am a prime customer and this service is really a joke,prime_membership,prime_membership,escalate,escalate,0.30593169588830504,@456673 Hi. The best method of getting in touch with us is via this link: https://t.co/JzP7hlRCV9 ^DC,There is insufficient historical evidence for safe automatic handling of this Prime membership request.
"@AmazonHelp Hi. Sorry late getting back, I had an email on 22/07/17 stating that auto renew was turned off and no further payments would be taken.",payment_issue,delivery_issue,escalate,escalate,0.28092288917917363,@305628 Thank you for the details. Please keep us informed when your order arrives. We want to make sure you get it. ^GM,"The delivery issue appears delayed, unresolved, unsafe, or case-specific and requires human intervention."
@115830 I've just received an email from you saying I need click on a link to get a credit voucher. Is this spam? I can dm a copy.,payment_issue,payment_issue,escalate,escalate,0.2501967012072346,@473713 Sorry you are having trouble.  It will be automatically applied as long as the item is shipped and sold by Amazon. Here's a link that may also help: https://t.co/XHDLpkmxvu ^SC,Payment-related issues can involve financial information or account-specific transactions and therefore require human review.
@AmazonHelp pls pls pls tell me you'll have music unlimited BF deals for EXISTING customers (uk),service_complaint,service_complaint,escalate,escalate,0.5658081402708222,@400090 Thanks for the heads up! We'll check and get back to you soon with an update. ^VM,The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
@AmazonHelp Can you not advise anything here?,service_complaint,service_complaint,auto_handle,auto_handle,1.0,"@628841 As mentioned on the form, an answer will be sent to you within 12 hours. ^MH",The complaint is sufficiently similar to historical support conversations and does not show a strong unresolved-support signal.
@120533 vous allez sortir la fire HD 10 en France ? Une date ?,service_complaint,service_complaint,escalate,escalate,0.45503008674849643,"@272309 Bonjour, cet article est vendu uniquement par des vendeurs tiers qui exposent leurs articles sur notre plateforme Marketplace.  Pour avoir plus de précision sur le prix, je vous propose de contacter directement le vendeur de l'article dont vous êtes intéressé. ^SB",The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
"@AmazonHelp What exactly do you want me to do? That just takes me to your ""questions?"" Page… 
I don't have a question. It is a reoccurring complaint. https://t.co/Hrg68liFcR",service_complaint,service_complaint,auto_handle,escalate,0.38038573340898607,"@565502 That link will put you in contact with us, and we'll be able to review our available options. ^WT","The customer indicates an unresolved complaint, repeated unsuccessful support, dissatisfaction requiring intervention, or insufficient context for safe automatic handling."
"@116928 Buenas tardes! Tengo un producto defectuoso y no puedo contactar con el vendedor. 
Número del pedido:
 171-7713708-0461967
¿Cómo he de proceder para su reembolso o sustitución? Gracias",product_issue,refund_return,escalate,escalate,0.07153631582871195,"@480903 you.Please don't provide your order details, we consider it to be personal information.Our page is visible to the public 2/2^AH","Refund and return requests can involve order-specific actions, so they are escalated for safe handling."
"@AmazonHelp Order is ""dispatching soon"" but it's arriving today, and it's 4pm already? Need this item for work. https://t.co/sjlHw5kAsy",delivery_issue,delivery_issue,escalate,escalate,0.5639501454875326,@520448 We dispatch your order with the intention of meeting the delivery date shown in your order confirmation! Keep us posted! ^BN,There is insufficient historical evidence for safe automatic handling of the delivery issue.
@AmazonHelp Ah dommage je n'achèterais pas alors. Vous ne savez pas si vous en aurez à nouveau en stock ? (vu que ce sont les nouveaux ipad pro).,product_issue,product_issue,escalate,escalate,0.2831895926942173,@150780 L'article est disponible seulement auprès des vendeurs tiers. ^ASZ,There is insufficient historical evidence for safe automatic handling of the product issue.
"@116313 →Kindle版も絶賛おススメ！
見開きページのビジュアルが見事です。
紙媒体だとページのあいだ、いわゆるノド？にあたるところで画像がどうしてもすこし難ありのなりますが、2ページ見開き掲載スタイルにすると画面いっぱいにー
つよぽんのーごろさんのーしんごのー
素晴らしい｡ﾟ(ﾟ´Д｀ﾟ)ﾟ｡",service_complaint,service_complaint,auto_handle,auto_handle,1.0,@822571 恐れ入りますが出荷準備が始まっている場合にはキャンセルリクエストをいただいてもキャンセルができない場合もございます。後ほど結果をEメールでお知らせしておりますので、今しばらくお待ちください。ご不明な点はお手数ですが以下よりお問い合わせください。https://t.co/J6YEizo6qC HM,The complaint is sufficiently similar to historical support conversations and does not show a strong unresolved-support signal.
Um grande elogio p/ @117086 q vendeu a coleção d teatro completa do Shakespeare c/ o menor preço da interwebs e entregou em menos d 2d ❤️ https://t.co/vs0UqFqOSr,service_complaint,service_complaint,auto_handle,escalate,0.3676652808591589,"@153809 Olá! Esses livros são muito bons, você já sabe qual deles vai ler primeiro?. 📙💙📗 ^NB",The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
@115850 I have purchased a Motorola pulse escape for rupees 1990 and paid the amount by Visacard by online portal. But somehow first time the transection has been failed but money has been deducted and therefore I have paid second time for the product. I want my money back.,payment_issue,payment_issue,escalate,escalate,0.2806740497014568,@209762 There may have been an issue in the processing of the return. Please reach out to us here: https://t.co/JzP7hlA23B ^ZW,Payment-related issues can involve financial information or account-specific transactions and therefore require human review.
Hey @115821 remind me why I'm paying for 2day shipping when twice this week my packages have been late and another package last month was also late.,delivery_issue,delivery_issue,escalate,escalate,0.4765730129445631,@463790 I'm sorry for the delay. Can you tell us more about what's going on? Are there any recent tracking updates here: https://t.co/aaDyEz1VgE? ^RA,"The delivery issue appears delayed, unresolved, unsafe, or case-specific and requires human intervention."
"@AmazonHelp You see, it's not just the thrill and the throttle for me. It's the storytelling and the cliffhangers that make it, it. And not sure what the form was about, but filled it nevertheless... https://t.co/Hyexcr1JPZ",service_complaint,service_complaint,auto_handle,escalate,0.5814717921903132,@122905 Thanks for submitting your details. Our team will contact you at the earliest. ^GD,The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
"@115850 order id-402-4902132-3775509  how this paymnt can be done when no delivery boy came to my add.
Allahabad delvry system is poor. https://t.co/jGqMCKUqen",delivery_issue,delivery_issue,escalate,escalate,0.30180424300181663,@353729 I'm sorry to know about the delay. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. (1/2),There is insufficient historical evidence for safe automatic handling of the delivery issue.
@AmazonHelp It says out for delivery,delivery_issue,delivery_issue,escalate,escalate,1.0000000000000002,@338180 Please get in touch with us here: https://t.co/hApLpMlfHN so we can review available options with you in real-time. ^EZ,The order is currently out for delivery and the available message does not provide enough context for safe automatic handling.
@AmazonHelp I've gotten it and it works now so thank you,service_complaint,service_complaint,auto_handle,escalate,0.502257480830774,"@462370 Two-Day Shipping refers to transit time, in business days, after an order ships. Have we missed the date at checkout? ^SB",The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
"@AmazonHelp I have placed 3 orders none of them have delivered yet. I had to cancel it after waiting for a months
See Order#__credit_card__",payment_issue,delivery_issue,escalate,escalate,0.2662433994066039,"@812157 Certain items already in a box qualify for Frustration-Free Packaging. To learn more, check out this page: https://t.co/9UlvUqDr1r ^BH","The delivery issue appears delayed, unresolved, unsafe, or case-specific and requires human intervention."
"@118919 can you provide an assistance regarding a product i ordered because i received an email to review on the product when in fact it has not been delivered to me. The expected date of delivery mentioned was 28Nov, no attempts for delivery whatsoever",delivery_issue,delivery_issue,escalate,escalate,0.22172360239581745,@516092 Apologies for the inconvenience. Kindly reach out to our Customer Service here https://t.co/GUCX2hpwKu for assistance. ^KK,There is insufficient historical evidence for safe automatic handling of the delivery issue.
@AmazonHelp @115851 the status still says on the way - This is laughable !! https://t.co/3nBMazoDUE,service_complaint,service_complaint,auto_handle,escalate,0.4867103122180947,@390248 Thank you for the update. Can you please confirm who the carrier is: https://t.co/Y5jpI9gRhE? ^ST,The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
@AmazonHelp It’s with https://t.co/qgEGP0rVqi. I have been charged $10.99 for a U.S subscription for amazon prime and I don’t have prime.,product_issue,payment_issue,escalate,escalate,0.4409704394155157,"@669583 If you haven't already, you can cancel your Prime Membership by following these steps: https://t.co/MF5hZ8SDht ^AF",Payment-related issues can involve financial information or account-specific transactions and therefore require human review.
"@AmazonHelp #facepalm cookies and cache do not create issues like that, those look like placeholder tokens that were not replaced when the page was rendered. I'd suggest you have your developers look into this, I am fairly sure they will find references to the tokens in the source code.",service_complaint,service_complaint,auto_handle,escalate,0.34026539763529495,@131813 For security reasons we can't access your account information from here as it's a public platform. Please use the link above for a swift resolution to this issue. Thanks.^SM,The customer explicitly requests human assistance or case-specific intervention.
@AmazonHelp A claim and escalated. Then the same bs email about how more info is needed and the seller hasn’t received the item. Horrible customer serv.,service_complaint,product_issue,escalate,escalate,0.21288212529606587,@318521 Glad to know that. Have a great day ahead! ^HA,There is insufficient historical evidence for safe automatic handling of the product issue.
"@115821 @119356 @AmazonHelp @115851 @209576 Is there anyone who is really concerned abt their customers?  Desperately looking for positive solution. I m not getting any Email response too. Extremely disappointing. Instead of postmorteming the issue, give me the replacement of goods..🙏🙏",service_complaint,service_complaint,auto_handle,escalate,0.40137735419222603,"@209575 I understand your concern regarding your order. We've received your details, we'll look into it and update you accordingly. ^AM","The customer indicates an unresolved issue, repeated unsuccessful support, or insufficient context for safe automatic handling."
"@115850 my package is to be delivered today. Have a flight in evening, and I am here at location only for the next two hours. Please help!",delivery_issue,delivery_issue,escalate,escalate,0.4022788234151586,@444182 I'm sorry about the situation. Kindly connect with us here: https://t.co/rS49hgaADF we'll check this for you. ^PJ,There is insufficient historical evidence for safe automatic handling of the delivery issue.
@115850  https://t.co/JaLEb3OG0B,product_issue,service_complaint,escalate,escalate,1.0000000000000002,@210003 Thanks for flagging this. We'll have it reviewed internally. ^NR,The message contains insufficient context for a safe automatic response.
@AmazonHelp Had email with £40 off a Kindle. Website won't allow the code says it's expired.,service_complaint,service_complaint,auto_handle,escalate,0.45194848315709446,@159139 Depending on the issue selected it may not be an option for you. Can you get in touch via phone or chat instead? Thanks ^NV,The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
@115850 Stop posting shit. You sold be a defective product and doesn't give a damn about  issue. #biycottAmazon #fakeamazon #disappointing services,product_issue,product_issue,escalate,escalate,0.29799094189320136,"@200478 That's surprising, this was never intended. Did you report this to our customer service team? ^SI","The product issue appears case-specific, unresolved, or potentially requires return, refund, or human intervention."
"@AmazonHelp Yea, same day delivery didn’t get delivered TWICE. After leaving delivery instructions, even though even when I haven’t I usually get a phone call. Also my previous package with 2 day delivery was a day late. What’s the point in being a prime member?",prime_membership,prime_membership,escalate,escalate,0.37400624415994377,@131817 I certainly understand your frustration! We strive to meet the date given in check out. Next-day delivery refers to transit time as some items may need additional processing. You can view more information here: https://t.co/6wv9knsbFa. We hope this helps. ^HC,The message involves an account or contact-detail issue that may require account-specific verification or human intervention.
@AmazonHelp No updates since that Saturday message about access. Got other mail and different Amazon package on Saturday.,delivery_issue,delivery_issue,escalate,escalate,0.4113222605199885,@806438 I'm so sorry for this issue with your order. Please let us have a look into this with you here: https://t.co/hApLpMlfHN ^DO,There is insufficient historical evidence for safe automatic handling of the delivery issue.
@AmazonHelp #First lost my order# then you place replacement order # 2 days delivery for normal purchase &amp; 5 days for replacement # what a disgusting service,delivery_not_received,delivery_issue,escalate,escalate,0.207391054434659,"@320703 I am sorry about this, Katie. Could you let us know who the carrier is? You can check here: https://t.co/Y5jpI9gRhE ^BA",There is insufficient historical evidence for safe automatic handling of the delivery issue.
Mala experiencia con @116928. Van 2 pedidos no entregados y ha pasado casi 1 mes de la fecha de entrega. Pongo reclamación y ni contestan,service_complaint,service_complaint,auto_handle,escalate,0.3272070994038899,@752193 Puedes contactar con Servicio al cliente desde acá para que te ayuden con esto: https://t.co/OjvUxwnzPe ^AR,The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
@115850 kindly refund my money  order #404-9907668-2959526,account_issue,refund_return,escalate,escalate,0.4529278230637463,@120173 I understand your concern. Please fill in the details using the above link. We'll reach out to you. ^GD,"Refund and return requests can involve order-specific actions, so they are escalated for safe handling."
How do I contact @115830 and why is it so dificoult?,service_complaint,service_complaint,auto_handle,auto_handle,0.8158676107522125,"@358807 Absolutely! To learn more, please visit us here: https://t.co/5GnbTHYvfC ^WT",The complaint is sufficiently similar to historical support conversations and does not show a strong unresolved-support signal.
"Really wanting to be an @115821 fan, but when all three of my devices are broken after having them for 3 months it's hard...",product_issue,product_issue,escalate,escalate,0.2211746569299357,@173982 We don't want you to feel this way. Kindly feel free to share your feedback here: https://t.co/hF1EpGlqZN. ^OS,"The product issue appears case-specific, unresolved, or potentially requires return, refund, or human intervention."
@AmazonHelp How long it will take can you please deliver it now.,delivery_issue,delivery_issue,escalate,escalate,0.5066795806650474,@410866 I'm sorry for the wait! Have we missed the delivery date confirmed via e-mail: https://t.co/Vbek88Jp6A ? ^DG,There is insufficient historical evidence for safe automatic handling of the delivery issue.
@AmazonHelp Livraison reportée au 2 novembre.. Heureusement que j'en avais besoin avant et que j'ai pris celui là pour le fait qu'il arrivait avant ! ;),service_complaint,service_complaint,escalate,escalate,0.28721705724504004,"@302798 il s'agit probablement d'un autre lot, vendu et expédié par Amazon, et pour lequel le stock est en cours de réapprovisionnement ^",The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
@AmazonHelp yes i dropped all the details. it has been more than a week.,service_complaint,service_complaint,auto_handle,auto_handle,0.9448862305944644,"@130719 If you have shared your details with us, you should find our response here : https://t.co/DTSNmGldJf. Do keep us posted. ^CB",The complaint is sufficiently similar to historical support conversations and does not show a strong unresolved-support signal.
"@115821 amazone did fraud with me.. i buy a product prepaid and amazone didn't give me the product or  refund 
Order #
403-4256956-6053949",payment_issue,refund_return,escalate,escalate,0.26368436226581793,"@214484 I'm sorry to know your order isn't delivered yet. Kindly fill your details here: https://t.co/GIJyeYqKE0, I'll look into it. ^NR","The message raises a potential scam, fraud, or impersonation concern that requires human review."
Just called @115830 . They said account is on hold. Couldn’t tell me why and that someone would call me in 24hours. Utter rubbish. Your customer service continues to dumbfound me.,service_complaint,account_issue,escalate,escalate,0.2979788441413954,@178198 Okay! Have you received an email from our account specialist with instructions on how to regain access to your account? ^HC,The message involves an account or contact-detail issue that may require account-specific verification or human intervention.
"@115821 So, now explaining it for a fifth time to get another agent. Who still doesn’t get it.",service_complaint,service_complaint,auto_handle,escalate,0.3959088493467817,@551114 We're unable to access your acc here.Please reach out on the link provided in the previous message and we'll be happy to help.^RS,"The customer indicates an unresolved issue, repeated unsuccessful support, or insufficient context for safe automatic handling."
@AmazonHelp You did it again. Received wrong product today sixth time..  #nowords @AmazonHelp,product_issue,product_issue,escalate,escalate,0.5287723433764827,@338505 I'm sorry you received the wrong product. Please contact our support team here: https://t.co/vlvfJr4nN9. ^OS,"The product issue appears case-specific, unresolved, or potentially requires return, refund, or human intervention."
@AmazonHelp @115821 @AmazonHelp @115850 what good is amazon prime for me then? when it doesn't even work.,prime_membership,prime_membership,auto_handle,escalate,0.36650071135592827,@196611 I'm sorry for the streaming issues! Please try these steps and let us know if it improves: https://t.co/vtUt6LcQI0 ^BH,There is insufficient historical evidence for safe automatic handling of this Prime membership request.
@116875 hola me pueden ayudar a hacer una corrección en una factura de un producto que ya recibí?,product_issue,product_issue,escalate,escalate,0.6930813672302819,"@172353 Hola Mario, por este medio no contamos con acceso a tu cuenta.¿Ya has solicitado una nueva factura: https://t.co/IbuQR0LXwd?^DA",There is insufficient historical evidence for safe automatic handling of the product issue.
@115850 How come the prce of Sandisk microsd crd wth adaptor priced in ur 'Lightning Deal' as 649 bcomes 739 at chkout wth normal delivery,delivery_issue,delivery_issue,escalate,escalate,0.2617189569606246,@533091 I'm sorry for the frustration! What was the delivery date given in your order confirmation: https://t.co/xp5Qzi5al1? ^JP,There is insufficient historical evidence for safe automatic handling of the delivery issue.
@115850 Trying to reach amazon customer care since last two weeks regarding order 408-3616751-7832318. Tried through email and call but no response. Tried in app help but no relevant option. I pm my number to you to call me regarding the issue.,order_issue,order_issue,escalate,escalate,0.7665442407411812,"@140392 Apologies, Dheeraj. We'd like to have a closer look at this. Kindly drop in your details here: https://t.co/GIJyeYqKE0 and we'll reach out to you. Please don't provide your order details as we consider it personal information.Our twitter page is visible to public.^NK","The customer indicates an unresolved issue, repeated unsuccessful support, or insufficient context for safe automatic handling."
@AmazonHelp Can you please tell me why same product is tagged with 3 different prices at 3 different times..,product_issue,product_issue,escalate,escalate,0.4956650909783228,@459448 Pricing and offers are decided by the seller depending on the inputs they receive from the manufacturer. ^VH,There is insufficient historical evidence for safe automatic handling of the product issue.
アマゾンさん違う商品送ってきたよ～😭,product_issue,service_complaint,escalate,escalate,0.0,@823866 当サイトからそのようなメールをお送りすることはございません。当サイトの名をかたるフィッシング行為が増えているようです。連絡先に電話をしたりしないようお気を付けください。https://t.co/k4jy2iBODo  SM,The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
"@115850 Whats the point giving code which never works and give error ""This property is not participating in the offer"" -Lucky Winner of Amazon Great Indian Festival 2017",service_complaint,service_complaint,auto_handle,escalate,0.4889468564610826,@310406 It's this time of the year when people buy new gifts for everyone and themselves too. That's why #GreatIndianFestival.:)^GD,The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
@AmazonHelp @137599 my copy of destiny 2 was cancelled because we used the same card to pay on each account and every person I’ve talked to in CS has told me to just buy it again at more than double the price it was when I purchased it,product_issue,payment_issue,escalate,escalate,0.20852616285316244,"@258573 A refund would be issued to the original payment method, if the order has entered the shipping process it may be too late to change: https://t.co/Q5rkJ3iLLM. If so, please contact us here: https://t.co/hApLpMlfHN to look into this. ^JJ",The message involves an account or contact-detail issue that may require account-specific verification or human intervention.
Okay but... I'm officially a victim of misleading photos on Amazon. @115821 https://t.co/hl2Z2nJQJm,service_complaint,service_complaint,auto_handle,escalate,0.37639157544856355,"@384698 Sincere apologies for the delay, Ishan. Request you to wait until the new estimated delivery date mentioned. ^RS",The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
"Hi.
https://t.co/GzF9Py9bXZ",service_complaint,service_complaint,auto_handle,escalate,0.5699964490563094,@198408 Thanks for the info. Please contact us here so we can look into this with you in real time: https://t.co/EKXRLsnxJu ^GG,The message contains insufficient context for a safe automatic response.
For god sake @115821!! Second time in 6 weeks your delivery guy breaks my mailbox door! Like that box was ever going to fit!! .de order https://t.co/N6GqYoVsDo,delivery_issue,delivery_issue,escalate,escalate,0.27800552442213944,"@139221 Hello Sam, I apologize for the wait and thank you for your continued patience! We are still currently looking into your case and we will be in contact when we have more information. ^AR",There is insufficient historical evidence for safe automatic handling of the delivery issue.
Half of the country who ordered Echo after October 5 has received their unit. But @115850 guys in Hyderabad are yet to deliver my unit.,delivery_issue,delivery_issue,escalate,escalate,0.2326937780974889,"@231082 We'd like another chance to look into this with you. When you have a moment, please reach out to us by phone here: https://t.co/JzP7hlA23B ^KH",There is insufficient historical evidence for safe automatic handling of the delivery issue.
Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.,payment_issue,delivery_issue,escalate,escalate,0.2706274721411823,"@755218 We'd like to look into this further. When you have time, please provide us with your details here: https://t.co/3hysHzzHSt ^AC",There is insufficient historical evidence for safe automatic handling of the delivery issue.
"@118919 Madharchod amajon wale randi ke aaulad madharcho mera paisa fasaya helpline numbe bhi nhi lag rha 
Bhut jaldi honewala hai patan india se",service_complaint,service_complaint,auto_handle,escalate,0.394748270338874,@405290 Apologies for the trouble. Kindly fill in your details here:https://t.co/GIJyeYqKE0 and we'll look into it for you. ^PB,The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
"@AmazonHelp  agents say, we will refund you in 5 days! it's been 13 days. still waiting for @71902 @133462 is growing better. https://t.co/nNwMDB50eP",service_complaint,refund_return,escalate,escalate,0.3352180441016486,@350524 Kindly get in touch with us here: https://t.co/sj0HdIYkd2 and we’ll be glad to help you. ^NS,The customer explicitly requests human assistance or case-specific intervention.
"@AmazonHelp Have done that. But what’s the point, have raised it before but no one does anything???",service_complaint,service_complaint,escalate,escalate,0.7431828959590413,@635841 Have you received an e-mail asking you to send some documents ? ^SM,"The customer indicates an unresolved issue, repeated unsuccessful support, or insufficient context for safe automatic handling."
"@AmazonHelp @115851 very shameful activity by amazon, instead of taking action on complaint you people give make responsibility on consumer. 1/2",service_complaint,service_complaint,auto_handle,escalate,0.31414120374465815,@183363 We've sent you a correspondence. Kindly check the same here: https://t.co/ubzNHWZvL2 ^SG,"The customer indicates an unresolved complaint, repeated unsuccessful support, dissatisfaction requiring intervention, or insufficient context for safe automatic handling."
@115830 Can you confirm that order 206-8195514-7057146 is still being delivered today please,delivery_issue,delivery_issue,escalate,escalate,0.31631971608739784,@720486 This help page may have more helpful info about this: https://t.co/gn5RKWW4mT. ^JJ,There is insufficient historical evidence for safe automatic handling of the delivery issue.
@AmazonHelp Here it is. I know they are working hard and a hurry but it’d be nice if packages were not thrown @ front door https://t.co/MQQLDAceIW,delivery_issue,delivery_issue,escalate,escalate,0.27131329421348926,@532543 Hi Peter- It would say next to your orders who the carrier is: https://t.co/aaDyEz1VgE Have you been able to since cancel/reorder or? ^NV,"The delivery issue appears delayed, unresolved, unsafe, or case-specific and requires human intervention."
@AmazonHelp Danke,service_complaint,service_complaint,auto_handle,auto_handle,1.0,@289230 Gerne :),The complaint is sufficiently similar to historical support conversations and does not show a strong unresolved-support signal.
@AmazonHelp You're missing the point I paid for next day delivery and here we are 2 days later and I still haven't got it,payment_issue,payment_issue,escalate,escalate,0.23756935834496662,"@293724 I understand your concern. Have you happened to report this to our team here: https://t.co/vlvfJr4nN9? If not, please do. ^ST",Payment-related issues can involve financial information or account-specific transactions and therefore require human review.
